movie_id,tmdb_id,poster,tagline,overview
82,880,https://image.tmdb.org/t/p/w300_and_h450_bestv2/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,A motion picture that celebrates everything you love about life.,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women."
83,146599,https://image.tmdb.org/t/p/w300_and_h450_bestv2/45xucuNlia6vEPWYrYu2QlnwgpO.jpg,,"This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights."
85,8447,https://image.tmdb.org/t/p/w300_and_h450_bestv2/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,An elegant seduction. An erotic deception. A stunning revelation.,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor."
86,10534,https://image.tmdb.org/t/p/w300_and_h450_bestv2/muhTVa52IufjTaqNseXFQUAEuyG.jpg,The strongest will in nature is the will to survive.,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm."
87,17414,https://image.tmdb.org/t/p/w300_and_h450_bestv2/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg,He's about to turn a Five Star Hotel into a three ring circus.,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!"
88,13997,https://image.tmdb.org/t/p/w300_and_h450_bestv2/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,There's one in every family.,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election."
89,2086,https://image.tmdb.org/t/p/w300_and_h450_bestv2/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,,"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter."
92,9095,https://image.tmdb.org/t/p/w300_and_h450_bestv2/eAOPWQdwytdRaLK3VXi7JFJFqmj.jpg,The untold story of Jekyll and Hyde,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde."
93,12158,https://image.tmdb.org/t/p/w300_and_h450_bestv2/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg,A comic tale of horror and seduction.,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — Rita meets Maximilian, a smooth-talking Caribbean playboy determined to romance her. When Rita begins suffering from crippling hallucinations, she calls upon Dr. Zeko, an occultist who suspects a vampire is on the loose."
94,9283,https://image.tmdb.org/t/p/w300_and_h450_bestv2/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,Good times never seemed so good.,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires."
95,9208,https://image.tmdb.org/t/p/w300_and_h450_bestv2/2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg,Prepare to Go Ballistic.,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box."
96,40154,https://image.tmdb.org/t/p/w300_and_h450_bestv2/lam5mVjru6yhgG8N1MHCqAUrxzL.jpg,The drama. The passion. The intrigue... And the rehearsals haven't even started.,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope."
97,406,https://image.tmdb.org/t/p/w300_and_h450_bestv2/kZ48vGGgH0dWNGOAhWRLoe1jOLN.jpg,"How far you fall doesn't matter, it's how you land…","After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police."
99,63076,https://image.tmdb.org/t/p/w300_and_h450_bestv2/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,Hollywood was the whore. She was just the madam.,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction."
100,11062,https://image.tmdb.org/t/p/w300_and_h450_bestv2/tEpefYZtoDZsMflWrPIXbW0OSwN.jpg,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences."
101,13685,https://image.tmdb.org/t/p/w300_and_h450_bestv2/6E7mJ5wpzTFbYFbJvTzzZ8Til9C.jpg,"They're not really criminals, but everyone's got to have a dream.","Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a harebrained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry."
102,47475,https://image.tmdb.org/t/p/w300_and_h450_bestv2/yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,He loved her from afar. It wasn't far enough.,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature."
103,2045,https://image.tmdb.org/t/p/w300_and_h450_bestv2/500Ne3EDn3HHpuCQWwGKR74r0cB.jpg,He loved her. He lost her. He won't let her memory die... until it tells him who killed her.,"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences."
104,9614,https://image.tmdb.org/t/p/w300_and_h450_bestv2/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,He doesn't play golf... he destroys it.,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image."
105,688,https://image.tmdb.org/t/p/w300_and_h450_bestv2/aCBrhOQjhG397GLkEZ49zReQEKX.jpg,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
106,11907,https://image.tmdb.org/t/p/w300_and_h450_bestv2/vBDJPkoTOKT9F1zx0y9tT7G62vF.jpg,,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?"
107,10874,https://image.tmdb.org/t/p/w300_and_h450_bestv2/gX2TAgjGvk2LJk4Awu0LM7UScfQ.jpg,Set sail for Muppet mayhem!,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted."
108,89333,https://image.tmdb.org/t/p/w300_and_h450_bestv2/8Db2Tx2RkTUozzilF1SGMitcHLl.jpg,"The moment when fashion, art and entertainment come together with stunning force and beauty.","A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York."
110,197,https://image.tmdb.org/t/p/w300_and_h450_bestv2/or1gBugydmjToAEq7OZY0owwFk.jpg,"Every man dies, not every man truly lives.","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule."
111,103,https://image.tmdb.org/t/p/w300_and_h450_bestv2/ekstpH614fwDX8DUln1a2Opz0N8.jpg,"On every street in every city, there's a nobody who dreams of being a somebody.",A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.
